symbol,quoteType,shortName,longName,exchange,exchangeTimezoneName,currency,sector,industry,fullTimeEmployees,longBusinessSummary,country,state,city,phone,website,address1,fiftyTwoWeekLow,fiftyTwoWeekHigh,pegRatio,marketCap,enterpriseValue,bookValue,averageVolume,floatShares,sharesOutstanding,enterpriseToRevenue,beta,trailingPE,trailingEps,priceToSalesTrailing12Months,forwardEps,forwardPE,priceToBook,heldPercentInstitutions,debtToEquity,returnOnEquity,returnOnAssets,shortRatio,sharesShort,52WeekChange,enterpriseToEbitda,totalCash,totalDebt,totalRevenue,totalCashPerShare,numberOfAnalystOpinions,currentPrice,targetHighPrice,targetMeanPrice,targetMedianPrice,targetLowPrice,recommendationKey,recommendationMean,revenuePerShare,grossProfits,freeCashflow,ebitda,operatingMargins,revenueGrowth,operatingCashflow,grossMargins,profitMargins,ebitdaMargins
IFF,EQUITY,International Flavors & Fragran,International Flavors & Fragrances Inc.,NYQ,America/New_York,USD,Basic Materials,Specialty Chemicals,13700.0,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and sells cosmetic active and natural health ingredients for use in various consumer products in Europe, Africa, the Middle East, Greater Asia, North America, and Latin America. It operates through four segments: Nourish, Scent, Health & Biosciences, and Pharma Solutions. The Nourish segment offers flavor compounds; savory solutions, such as marinades or powder blends of flavors, natural colors, seasonings, functional ingredients, and natural anti-oxidants; and inclusions. It also provides nutrition and specialty ingredients primarily consist of natural health ingredients, natural food protection products, and natural colors and flavor ingredients. The Scent segment provides fragrance compounds, which include fine fragrances comprising perfumes and colognes, as well as consumer fragrances; fragrance ingredients comprising synthetic and natural ingredients that could be combined with other materials to create fragrance and consumer compounds; and cosmetic active ingredients consisting of active and functional ingredients, botanicals, and delivery systems to support its customers' cosmetic and personal care product lines. The Health & Biosciences segment develops and produces enzymes, food cultures, probiotics, and specialty ingredients. The Pharma Solutions segment produces and sells cellulosics and alginates-based pharma excipients. The company sells its products primarily to manufacturers of perfumes and cosmetics, hair and other personal care products, soaps and detergents, cleaning products, dairy, meat and other processed foods, beverages, snacks and savory foods, sweet and baked goods, dietary supplements, infant and elderly nutrition, functional food, and pharmaceutical and oral care products. International Flavors & Fragrances Inc. was founded in 1833 and is headquartered in New York, New York.",United States,NY,New York,212 765 5500,http://www.iff.com,521 West 57th Street,103.94,157.08,3.24,37969076224.0,45366595584.0,59.016999999999996,1293531.0,223555503.0,248847008.0,5.606,0.973253,47.532709999999994,3.21,4.692036,6.59,23.153263,2.585357,0.9330200000000001,58.301,0.01017,0.023880000000000002,5.53,5763942.0,,25.818,935000000.0,12768000000.0,8092238848.0,3.7539999999999996,16.0,152.58,189.0,166.88,170.0,130.0,buy,2.1,47.278,2087062000.0,-495703136.0,1757149056.0,0.12713,1.5759999999999998,1204098048.0,0.3805,0.01708,0.21714
INTU,EQUITY,Intuit Inc.,Intuit Inc.,NMS,America/New_York,USD,Technology,Software—Application,10600.0,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in three segments: Small Business & Self-Employed, Consumer, and Strategic Partner. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; and QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, and ACH payment services; and financial supplies and financing for small businesses. Its Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The company's Strategic Partner segment offers Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. Intuit Inc. has a collaboration agreement with Red Hat, Inc. on Argo CD, a declarative continuous delivery tool for Kubernetes deployments; and a strategic agreement with Visa Inc. The company was founded in 1983 and is headquartered in Mountain View, California.",United States,CA,Mountain View,650 944 6000,http://www.intuit.com,2700 Coast Avenue,337.72,631.56,3.46,171330666496.0,141246005248.0,36.408,1159595.0,265438586.0,273259008.0,15.892000000000001,1.0043520000000001,79.48656,7.888,19.276626999999998,10.79,58.108433,17.221214,0.8727600000000001,24.831999999999997,0.28948998,0.13826999,2.05,2368300.0,,49.352,4116000000.0,2472000000.0,8888000512.0,15.062999999999999,19.0,626.99,670.0,596.52,621.0,470.0,buy,1.9,33.288000000000004,6323000000.0,2405125120.0,2862000128.0,0.29275,0.39,2995000064.0,0.8312299999999999,0.23931,0.32201
ISRG,EQUITY,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",NMS,America/New_York,USD,Healthcare,Medical Instruments & Supplies,8081.0,"Intuitive Surgical, Inc., together with its subsidiaries, designs, develops, manufactures, and markets da Vinci surgical systems, and related instruments and accessories in the United States and internationally. The company's da Vinci Surgical System include surgeon's consoles, patient-side carts, 3-D HD vision systems, skills simulators, da Vinci Xi integrated table motions, and Firefly fluorescence imaging products that enable surgeons to perform various surgical procedures, including gynecologic, urologic, general, cardiothoracic, and head and neck surgical procedures. It also manufactures EndoWrist instruments, such as forceps, scissors, electrocautery tools, scalpels, and other surgical tools, which incorporate wrist joints for natural dexterity for various surgical procedures; and provides SimNow, a cloud-enabled simulation platform, which allows surgeons to learn and practice their surgical skills; Iris, an augmented reality imaging product for use in kidney procedures; and Intuitive Cloud that enables proactive monitoring and software updates. In addition, the company offers EndoWrist Stapler, a wristed stapling instrument for resection, transection, and creation of anastomoses; EndoWrist One Vessel Sealers that are wristed single-use instruments for bipolar coagulation and mechanical transection of vessels up to 7mm in diameter and tissue bundles that fit in the jaws of the instrument; E-100 generator, an electrosurgical generator; SureForm 45 Curved-Tip stapler; and SynchroSeal for sealing and transection with a single pedal press. Additionally, the company sells various accessories comprising sterile drapes for ensuring sterile field during surgery; and vision products that include replacement 3D stereo endoscopes, camera heads, light guides, and other items that facilitate the use of the da Vinci Surgical System, as well as Ion endoluminal system for biopsies. Intuitive Surgical, Inc. was founded in 1995 and is headquartered in Sunnyvale, California.",United States,CA,Sunnyvale,408 523 2100,http://www.intuitive.com,1020 Kifer Road,227.46666000000002,369.69,5.02,42028326912.0,96010559488.0,85.756,1553731.0,117296254.0,118413000.0,21.096999999999998,0.997793,36.51543,9.72,9.234964999999999,15.8,22.463923,4.138836,0.8906700000000001,,0.12668,0.068959996,2.69,1213883.0,,65.711,4557499904.0,0.0,4551000064.0,38.488,15.0,354.93,1180.0,1021.8,1020.0,869.0,buy,2.2,38.757,2861200000.0,1040300032.0,1461100032.0,0.25981,0.175,1609600000.0,0.66482,0.25783002,0.32105
IVZ,EQUITY,Invesco Ltd,Invesco Ltd.,NYQ,America/New_York,USD,Financial Services,Asset Management,8483.0,"Invesco Ltd. is a publicly owned investment manager. The firm provides its services to retail clients, institutional clients, high-net worth clients, public entities, corporations, unions, non-profit organizations, endowments, foundations, pension funds, financial institutions, and sovereign wealth funds. It manages separate client-focused equity and fixed income portfolios. The firm also launches equity, fixed income, commodity, multi-asset, and balanced mutual funds for its clients. It launches equity, fixed income, multi-asset, and balanced exchange-traded funds. The firm also launches and manages private funds. It invests in the public equity and fixed income markets across the globe. The firm also invests in alternative markets, such as commodities and currencies. For the equity portion of its portfolio, it invests in growth and value stocks of large-cap, mid-cap, and small-cap companies. For the fixed income portion of its portfolio, the firm invests in convertibles, government bonds, municipal bonds, treasury securities, and cash. It also invests in short term and intermediate term bonds, investment grade and high yield bonds, taxable and tax-free bonds, senior secured loans, and structured securities such as asset-backed securities, mortgage-backed securities, and commercial mortgage-backed securities. The firm employs absolute return, global macro, and long/short strategies. It employs quantitative analysis to make its investments. The firm was formerly known as Invesco Plc, AMVESCAP plc, Amvesco plc, Invesco PLC, Invesco MIM, and H. Lotery & Co. Ltd. Invesco Ltd. was founded in December 1935 and is based in Atlanta, Georgia with an additional office in Hamilton, Bermuda.",United States,GA,Atlanta,404-479-1095,http://www.invesco.com,Two Peachtree Pointe,15.63,29.71,0.37,12071558144.0,16919599104.0,22.835,4041378.0,340816269.0,461451008.0,2.5989999999999998,1.2840040000000001,17.10922,1.5290000000000001,1.8546519000000001,2.96,8.837837,1.1456098999999997,0.8262299999999999,13.197000000000001,0.09961,0.02865,2.25,8209055.0,,9.471,1361299968.0,2083800064.0,6508800000.0,2.95,10.0,26.16,40.0,30.85,29.5,26.0,buy,2.5,14.099,1880300000.0,4403350016.0,1786499968.0,0.24240999,0.213,1450200064.0,0.31351,0.19600001,0.27447
IPGP,EQUITY,IPG Photonics Corporation,IPG Photonics Corporation,NMS,America/New_York,USD,Technology,Semiconductor Equipment & Materials,6060.0,"IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwide. The company's laser products include high power lasers; fiber pigtailed packaged diodes and fiber coupled direct diode laser systems; high-energy pulsed lasers, multi-wavelength and tunable lasers, and single-polarization and single-frequency lasers; and high power optical fiber delivery cables, fiber couplers, beam switches, chillers, scanners, and other accessories. It also provides erbium-doped fiber and Raman amplifiers, and integrated communications systems, which are deployed in broadband networks; and ytterbium and thulium specialty fiber amplifiers and broadband light sources. In addition, the company offers integrated laser systems; 2D compact flat sheet cutter systems and multi-axis systems; welding seam stepper and picker, a fiber laser welding tool; and specialized fiber laser systems for material processing applications; and optical transceiver and transponder modules for interconnecting electronic equipment, including Ethernet switches, IP routers and SONET/SDH optical transport modules within telecommunications, cable multi-system operator, and data center networking applications. Its lasers and amplifiers are also used in materials processing, communications, and medical and advanced applications. The company markets its products to original equipment manufacturers, system integrators, and end users through direct sales force, as well as through agreements with independent sales representatives and distributors. IPG Photonics Corporation was founded in 1990 and is headquartered in Oxford, Massachusetts.",United States,MA,Oxford,508 373 1100,http://www.ipgphotonics.com,50 Old Webster Road,151.27,262.55,0.8,9122836480.0,8817102848.0,48.53,314868.0,36032925.0,53638500.0,7.343,1.395477,57.265995,2.97,7.5977798,6.71,25.347242,3.5046364999999997,0.64961,2.421,0.06418,0.051069997,4.93,1509907.0,,27.041,1391065984.0,62796000.0,1200723968.0,25.985,9.0,170.08,260.0,223.67,230.0,190.0,buy,2.2,22.576,538996000.0,166342752.0,326064000.0,0.19280999999999998,0.098,285335008.0,0.44888999999999996,0.1329,0.27155999999999997
IQV,EQUITY,"IQVIA Holdings, Inc.",IQVIA Holdings Inc.,NYQ,America/New_York,USD,Healthcare,Diagnostics & Research,74000.0,"IQVIA Holdings Inc. provides advanced analytics, technology solutions, and clinical research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. The Technology & Analytics Solutions segment offers a range of cloud-based applications and related implementation services; real world solutions that enable life sciences and provider customers to generate and disseminate evidence, which informs health care decision making and improves patients' outcomes; and strategic and implementation consulting services, such as advanced analytics and commercial processes outsourcing services. This segment also provides country level performance metrics related to sales of pharmaceutical products, prescribing trends, medical treatment, and promotional activity across various channels, including retail, hospital, and mail order; and measurement of sales or prescribing activity at the regional, zip code, and individual prescriber level. The Research & Development Solutions segment offers project management and clinical monitoring; clinical trial support; virtual trials; and strategic planning and design services, as well as central laboratory, genomic, bioanalytical, ADME, discovery, and vaccine and biomarker laboratory services. The Contract Sales & Medical Solutions segment provides health care provider and patient engagement services, and scientific strategy and medical affairs services. It serves pharmaceutical, biotechnology, device and diagnostic, and consumer health companies. The company was formerly known as Quintiles IMS Holdings, Inc. and changed its name to IQVIA Holdings Inc. in November 2017. IQVIA Holdings Inc. was founded in 1982 and is headquartered in Durham, North Carolina.",United States,CT,Danbury,203 448 4600,http://www.iqvia.com,83 Wooster Heights Road,165.52,265.34,1.55,48812220416.0,58662252544.0,31.07,675700.0,190225064.0,191660992.0,4.537,1.451033,121.27618999999999,2.1,3.7748218000000002,9.86,25.829615,8.196975,0.9122100000000001,220.035,0.108509995,0.030930000000000003,2.55,2634607.0,,26.33,1911000064.0,12673999872.0,12931000320.0,9.972999999999999,19.0,254.68,300.0,278.16,280.0,235.0,buy,1.7,67.542,3859000000.0,2336875008.0,2228000000.0,0.09017,0.364,2729999872.0,0.33585998,0.046939999999999996,0.1723
IRM,EQUITY,Iron Mountain Incorporated (Del,Iron Mountain Incorporated,NYQ,America/New_York,USD,Real Estate,REIT—Specialty,24000.0,"Iron Mountain Incorporated (NYSE: IRM), founded in 1951, is the global leader for storage and information management services. Trusted by more than 225,000 organizations around the world, and with a real estate network of more than 90 million square feet across approximately 1,450 facilities in approximately 50 countries, Iron Mountain stores and protects billions of valued assets, including critical business information, highly sensitive data, and cultural and historical artifacts. Providing solutions that include secure records storage, information management, digital transformation, secure destruction, as well as data centers, cloud services and art storage and logistics, Iron Mountain helps customers lower cost and risk, comply with regulations, recover from disaster, and enable a more digital way of working.",United States,MA,Boston,617-535-4766,http://www.ironmountain.com,One Federal Street,25.47,49.58,5.14,13728302080.0,25094746112.0,3.943,1473951.0,286338394.0,288712992.0,5.7139999999999995,0.823376,39.99159,1.189,3.1260386000000002,1.43,33.251746999999995,12.059345,0.81378996,1114.843,0.62629,0.038599997999999996,19.26,29036113.0,,16.822,161439008.0,11555749888.0,4391597056.0,0.5579999999999999,8.0,47.55,53.0,40.13,47.0,18.0,hold,2.6,15.193,2397576000.0,250601504.0,1491800064.0,0.19632,0.09,823776000.0,0.57706,0.14482,0.33969003
JKHY,EQUITY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",NMS,America/New_York,USD,Technology,Information Technology Services,6714.0,"Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations in the United States. It operates through four segments: Core, Payments, Complementary, and Corporate and Other. The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions under the Jack Henry Banking brand; core data processing solutions for various credit unions under the Symitar brand; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial institutions and corporate entities under the ProfitStars brand. It also provides a suite of integrated applications required to process deposit, loan, and general ledger transactions, as well as to maintain centralized customer/member information; and complementary products and services that enable core bank and credit union clients to respond to evolving customer/member demands. The company's Jack Henry Banking business brand offers SilverLake, a robust primarily designed for commercial-focused banks; CIF 20/20, a parameter-driven, easy-to-use system for banks; and Core Director, a cost-efficient system with point-and-click operation. Its Symitar business brand provides Episys, a robust designed for credit unions. In addition, the company offers digital products and services and electronic payment solutions; purchases and resells hardware systems, including servers, workstations, scanners, and other devices; and provides implementation, training, and support services. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",United States,MO,Monett,417 235 6652,http://www.jackhenry.com,663 West Highway 60,141.65,179.98,3.98,11702036480.0,12400793600.0,17.711,425759.0,73367857.0,74185600.0,7.053,0.620105,40.675606,3.878,6.6555967,4.54,34.744495,8.906329,0.93185997,12.205,0.21712999,0.1046,5.47,2204325.0,,27.475,50992000.0,161020992.0,1758225024.0,0.6890000000000001,8.0,157.74,200.0,185.88,184.0,170.0,hold,2.6,23.274,694826000.0,276424384.0,451348992.0,0.22676999999999997,0.09699999999999999,462128992.0,0.39519,0.17715,0.25671
J,EQUITY,Jacobs Engineering Group Inc.,Jacobs Engineering Group Inc.,NYQ,America/New_York,USD,Industrials,Engineering & Construction,52000.0,"Jacobs Engineering Group Inc. provides consulting, technical, scientific, and project delivery services for the government and private sectors in the United States, Europe, Canada, India, rest of Asia, Australia, New Zealand, South America, Mexico, the Middle East, and Africa. The company operates in two segments, Critical Mission Solutions and People & Places Solutions. The Critical Mission Solutions segment provides cybersecurity, data analytics, systems and software application integration and consulting, enterprise and mission IT, engineering and design, nuclear, enterprise level operations and maintenance, and other technical consulting solutions. The People & Places Solutions segment offers data analytics, artificial intelligence and automation, software development, digitally driven consulting, planning and architecture, program management, and other technical consulting solutions. The company is also involved in the management and execution of wind-tunnel design-build projects; and design-build for water and construction management. Jacobs Engineering Group Inc. was founded in 1947 and is headquartered in Dallas, Texas.",United States,TX,Dallas,214 583 8500,http://www.jacobs.com,1999 Bryan Street,100.05,146.29,1.51,18935865344.0,21099677696.0,,493160.0,129256259.0,130215000.0,1.504,0.860807,,,1.3500706,,,,0.89892995,60.455,0.06781000000000001,0.043369997,3.14,1343155.0,,17.82,1416258944.0,4103557888.0,14025833472.0,10.868,14.0,145.42,170.0,156.79,156.5,145.0,buy,1.7,107.727,2588981000.0,1133135104.0,1184019968.0,0.06883,0.09699999999999999,955945984.0,0.20556999999999997,0.03678,0.08442000000000001
JBHT,EQUITY,"J.B. Hunt Transport Services, I","J.B. Hunt Transport Services, Inc.",NMS,America/New_York,USD,Industrials,Integrated Freight & Logistics,30309.0,"J.B. Hunt Transport Services, Inc. provides surface transportation and delivery services in North America. It operates through five segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS), and Truckload (JBT). The JBI segment offers intermodal freight solutions. It operates 98,689 pieces of company-owned trailing equipment; owns and maintains its own chassis fleet of 83,259 units; and manages a fleet of 5,166 company-owned tractors, 497 independent contractor trucks, and 6,745 company drivers. The DCS segment designs, develops, and executes supply-chain solutions that support various transportation networks. It operates 9,408 company-owned trucks, 498 customer-owned trucks, and 5 independent contractor trucks; and 19,573 owned pieces of trailing equipment and 7,717 customer-owned trailers. The ICS segment offers traditional freight brokerage and transportation logistics solutions; and flatbed, refrigerated, expedited, and less-than-truckload solutions, as well as various dry-van and intermodal solutions. It provides an online multimodal marketplace; and single-source logistics management for customers that desire to outsource their transportation functions. The FMS segment provides delivery services. It operates 1,255 company-owned trucks, 265 customer-owned trucks, and 33 independent contractor trucks; and 963 owned pieces of trailing equipment and 159 customer-owned trailers. The JBT segment offers full-load and dry-van freight services by utilizing tractors operating over roads and highways. It operates 798 company-owned tractors. It also transports or arranges for the transportation of freight, such as general merchandise, specialty consumer items, appliances, forest and paper products, food and beverages, building materials, soaps and cosmetics, automotive parts, agricultural products, electronics, and chemicals. The company was incorporated in 1961 and is headquartered in Lowell, Arkansas.",United States,AR,Lowell,479 820 0000,http://www.jbhunt.com,615 J.B. Hunt Corporate Drive,129.6,202.49,1.33,21050720256.0,18777090048.0,25.76,510639.0,83423608.0,105671000.0,1.749,1.01965,38.82479,5.131,1.9606332999999998,7.63,26.108782,7.733308,0.7565,52.028,0.23055,0.08761000000000001,2.9,1397284.0,,13.642999999999999,570918016.0,1456267008.0,10736694272.0,5.4270000000000005,21.0,199.21,205.0,179.48,180.0,153.0,buy,2.4,101.65,1621690000.0,272458368.0,1376290944.0,0.07753,0.35600000000000004,1151656960.0,0.16385001,0.055720000000000006,0.12819
SJM,EQUITY,J.M. Smucker Company (The) New,The J. M. Smucker Company,NYQ,America/New_York,USD,Consumer Defensive,Packaged Foods,7100.0,"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. It operates in four segments: U.S. Retail Coffee, U.S. Retail Consumer Foods, U.S. Retail Pet Foods, and International and Away From Home. The company offers mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, shortening and oils, and frozen sandwiches; pet food and pet snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, juices and beverages, and baking ingredient. It provides its products under the Folgers, CafÃ© Bustelo, Dunkin' Donuts, 1850, Jif, Smucker's, Crisco, Smucker's Uncrustables, Meow Mix, Kibbles Ân Bits, 9Lives, Nature's Recipe, Milk-Bone, Pup-Peroni, Rachael Ray Nutrish, Natural Balance, Robin Hood, and Five Roses brands. The company sells its products through direct sales and brokers to food retailers and wholesalers, club stores, pet specialty stores, discount and dollar stores, drug stores, military commissaries, mass merchandisers, natural foods stores and distributors, and online retailers; and through retail channels, and foodservice distributors and operators. The J. M. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",United States,OH,Orrville,330 682 3000,http://www.jmsmucker.com,One Strawberry Lane,110.53,140.65,13.04,13770522624.0,17852176384.0,74.994,790154.0,103488889.0,108344000.0,2.263,0.32095999999999997,16.31579,7.79,1.7455566999999999,9.17,13.8604145,1.6948022,0.9061600000000001,58.552,0.096049994,0.048139999999999995,9.75,9135529.0,,10.331,168800000.0,4783900160.0,7888900096.0,1.558,14.0,127.1,136.0,124.57,127.5,99.0,hold,3.2,71.065,3142100000.0,938649984.0,1728000000.0,0.16166,-0.057999999999999996,1293799936.0,0.38164002,0.10055,0.21903999
JNJ,EQUITY,Johnson & Johnson,Johnson & Johnson,NYQ,America/New_York,USD,Healthcare,Drug Manufacturers—General,136000.0,"Johnson & Johnson researches and develops, manufactures, and sells a range of products in the health care field worldwide. It operates through three segments: Consumer Health, Pharmaceutical, and Medical Devices. The Consumer Health segment offers baby care products under the JOHNSON'S and AVEENO Baby brands; oral care products under the LISTERINE brand; skin health/beauty products under the AVEENO, CLEAN & CLEAR, DR. CI:LABO, NEUTROGENA, and OGX brands; acetaminophen products under the TYLENOL brand; cold, flu, and allergy products under the SUDAFED brand; allergy products under the BENADRYL and ZYRTEC brands; ibuprofen products under the MOTRIN IB brand; smoking cessation products under the NICORETTE brand; and acid reflux products under the PEPCID brand. This segment also provides women's health products, such as sanitary pads and tampons under the STAYFREE, CAREFREE, and o.b. brands; wound care products comprising adhesive bandages under the BAND-AID brand; and first aid products under the NEOSPORIN brand. The Pharmaceutical segment offers products in various therapeutic areas, including immunology, infectious diseases, neuroscience, oncology, pulmonary hypertension, and cardiovascular and metabolic diseases. The Medical Devices segment provides electrophysiology products to treat cardiovascular diseases and neurovascular care products to treat hemorrhagic and ischemic stroke; orthopaedics products in support of hips, knees, trauma, spine, sports, and other; advanced and general surgery solutions that focus on breast aesthetics, ear, nose, and throat procedures; and disposable contact lenses and ophthalmic products related to cataract and laser refractive surgery under the ACUVUE brand. The company markets its products to general public, and retail outlets and distributors, as well as distributes directly to wholesalers, hospitals, and health care professionals for prescription use. Johnson & Johnson was founded in 1886 and is based in New Brunswick, New Jersey.",United States,NJ,New Brunswick,732 524 0400,http://www.jnj.com,One Johnson & Johnson Plaza,142.86,179.92,2.04,434537332736.0,443642183680.0,25.006,6471078.0,2629665336.0,2633400064.0,4.974,0.7046939999999999,29.148559999999996,5.6610000000000005,4.872041,10.42,15.835892000000001,6.598816,0.69405,48.121,0.26805999999999996,0.086490005,3.14,16389601.0,,14.47,25305999360.0,33482999808.0,89189998592.0,9.613,18.0,165.01,215.0,187.17,188.5,158.0,buy,2.1,33.885,54257000000.0,21753749504.0,30659000320.0,0.25976,0.271,26114000896.0,0.67120004,0.1992,0.34375
JCI,EQUITY,Johnson Controls International ,Johnson Controls International plc,NYQ,America/New_York,USD,Industrials,Engineering & Construction,100000.0,"Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide. It operates through Building Solutions North America, Building Solutions EMEA/LA, Building Solutions Asia Pacific, and Global Products segments. The company designs, sells, installs, and services heating, ventilating, air conditioning, controls, refrigeration, integrated electronic security, and integrated fire detection and suppression systems for commercial, industrial, retail, small business, institutional, and governmental customers; and energy efficiency solutions and technical services, including inspection, scheduled maintenance, and repair and replacement of mechanical and control systems, as well as data-driven smart building solutions to non-residential building and industrial applications. It also designs and produces heating and air conditioning for residential and commercial applications; and markets products and refrigeration systems to replacement and new construction market; and designs, manufactures, and sells fire protection and security products, including intrusion security, anti-theft devices, and access control and video management systems for commercial, industrial, retail, residential, small business, institutional, and governmental customers. The company was formerly known as Johnson Controls, Inc. and changed its name to Johnson Controls International plc in September 2016. Johnson Controls International plc was founded in 1885 and is headquartered in Cork, Ireland.",Ireland,,Cork,353 21 423 5000,http://www.johnsoncontrols.com,One Albert Quay,44.11,78.28,1.41,56047112192.0,60371890176.0,24.693,3589643.0,706311681.0,716715008.0,2.551,1.1148049999999998,54.30555,1.44,2.3680543999999997,3.12,25.064102,3.1668892000000004,0.91837996,41.273,0.09365,0.042329997,2.0,8393046.0,,16.558,1336000000.0,7740000256.0,23668000768.0,1.885,16.0,78.2,90.0,81.25,82.5,66.0,buy,2.1,33.028,8059000000.0,2595875072.0,3646000128.0,0.11835,0.07400000000000001,2487000064.0,0.3405,0.06917000000000001,0.15405
JPM,EQUITY,JP Morgan Chase & Co.,JPMorgan Chase & Co.,NYQ,America/New_York,USD,Financial Services,Banks—Diversified,260110.0,"JPMorgan Chase & Co. operates as a financial services company worldwide. It operates in four segments: Consumer & Community Banking (CCB), Corporate & Investment Bank (CIB), Commercial Banking (CB), and Asset & Wealth Management (AWM). The CCB segment offers deposit and investment products and services to consumers; lending, deposit, and cash management and payment solutions to small businesses; mortgage origination and servicing activities; residential mortgages and home equity loans; and credit card, auto loan, and leasing services. The CIB segment provides investment banking products and services, including corporate strategy and structure advisory, and equity and debt markets capital-raising services, as well as loan origination and syndication; wholesale payments and cross-border financing; and cash securities and derivative instruments, risk management solutions, prime brokerage, and research. This segment also offers securities services, including custody, fund accounting and administration, and securities lending products for asset managers, insurance companies, and public and private investment funds. The CB segment provides financial solutions, including lending, investment banking, and asset management to small business, large and midsized corporations, local governments, and nonprofit clients; and commercial real estate banking services to investors, developers, and owners of multifamily, as well as to office, retail, industrial, and affordable housing properties. The AWM segment offers multi-asset investment management solutions across equities, fixed income, alternatives, and money market funds to institutional clients and retail investors; and retirement products and services, brokerage, custody, trusts and estates, loans, mortgages, deposits, and investment management products. The company also provides ATM, online and mobile, and telephone banking services. JPMorgan Chase & Co. was founded in 1799 and is headquartered in New York, New York.",United States,NY,New York,212-270-6000,http://www.jpmorganchase.com,383 Madison Avenue,113.56,172.96,1.39,505101877248.0,-242450661376.0,82.307,10188004.0,2961979114.0,3027099904.0,-1.885,1.187227,13.235504,12.607000000000001,3.926293,11.96,13.951505,2.0272881999999997,0.72039,,0.17365,0.013869999999999999,2.1,19822983.0,,,1467996045312.0,721534976000.0,128645996544.0,491.272,27.0,166.86,200.0,168.9,172.0,110.0,buy,2.3,41.948,102063000000.0,,,0.46907002,0.45,-73082003456.0,0.0,0.37177,0.0
