,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
247,27.36,24.53,66.7,21.12,"8403 COLESVILLE ROAD, SILVER SPRING, MD, US",33.67,Common Stock,1.324,17.71,1437107,USA,USD,"Discovery, Inc. is an American multinational mass media factual television company based in New York City. Established in 1985, the company primarily operates a group of factual and lifestyle television brands, such as the namesake Discovery Channel, Animal Planet, Science Channel, and TLC.",1.495,None,None,0,3553000000,1.495,3.532,2.163,None,NASDAQ,December,8.5,6859000000,CABLE & OTHER PAY TELEVISION SERVICES,,2021-09-30,13960888000,Discovery Inc,,0.181,0.597,18.12,1.188,1.174,0.104,-0.453,0.23,0.0397,0.112,20.43,11890000000,TECHNOLOGY,330146000,DISCK,18.12
248,32.03,31.82,37.85,19.55,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",36.33,Common Stock,1.252,21.63,38777,USA,USD,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",3.57,2021-10-15,1.12,0.0316,2201667000,3.57,7.48,2.45,2021-09-29,NYSE,September,10.16,3348400000,INVESTMENT ADVICE,,2021-09-30,18019637000,Franklin Resources Inc,,0.223,0.585,10.06,1.637,2.139,0.217,9.04,0.34,0.0612,0.175,17.2,8425500000,FINANCE,501800000,BEN,10.06
249,52.85,48.51,63.56,39.59,"3350 PEACHTREE ROAD NORTHEAST, SUITE 1600, ATLANTA, GE",65.5,Common Stock,1.429,28.01,822416,USA,USD,"PulteGroup, Inc. (previously known as Pulte Homes) is a home construction company based in Atlanta, Georgia, United States.",6.46,2021-10-05,0.54,0.0107,2314807000,6.46,5.86,1.033,2021-09-17,NYSE,December,5.72,2786067000,OPERATIVE BUILDERS,,2021-09-30,13003633000,PulteGroup Inc,,0.176,2.496,7.94,1.795,1.019,0.135,0.187,0.177,0.117,0.257,48.47,12760688000,REAL ESTATE & CONSTRUCTION,253186000,PHM,7.94
250,179.96,165.9,201.68,141.8,"7628 THORNDIKE ROAD, GREENSBORO, NC, US",207.64,Common Stock,1.338,42.8,1604778,USA,USD,"Qorvo is an American semiconductor company that designs, manufactures, and supplies radio-frequency systems for applications that drive wireless and broadband communications, as well as foundry services.",9.66,None,None,0,1675895000,9.66,11.13,3.965,None,NASDAQ,March,13.28,1883566000,SEMICONDUCTORS & RELATED DEVICES,,2021-09-30,17690792000,Qorvo Inc,,0.284,1.237,16.62,3.676,3.902,0.244,1.407,0.184,0.104,0.242,40.27,4533163000,MANUFACTURING,110223000,QRVO,16.62
251,24.92,23.8,31.52,16.91,"3655 N.W. 87TH AVENUE, CARNIVAL HOUSE, MIAMI, FL, GB",27.95,Common Stock,2.138,13.11,815097,USA,USD,"Carnival Corporation & plc is a British-American cruise operator, currently the world's largest travel leisure company, with a combined fleet of over 100 vessels across 10 cruise line brands.",-8.51,2020-03-13,0,0,2679000000,-8.51,5.59,79.86,2020-02-20,NYSE,November,100,834000000,WATER TRANSPORTATION,,2021-08-31,25856557000,Carnival Corporation & plc,,-9.44,1.41,None,1.842,39.48,0,-0.139,16.61,-0.0741,-0.53,0.612,655000000,ENERGY & TRANSPORTATION,981048000,CCL,-
252,119.94,131.59,142.64,91.87,"14 SCHOOLHOUSE ROAD, SOMERSET, NJ, US",159.25,Common Stock,1.322,23.51,1596783,USA,USD,"Catalent, Inc. (Catalent Pharma Solutions) is a multinational corporation headquartered in Somerset, New Jersey. It is a global provider of delivery technologies, development, drug manufacturing, biologics, gene therapies and consumer health products.",3.177,None,None,0,1023000000,3.177,20.91,5.82,None,NYSE,June,36.36,1352000000,PHARMACEUTICAL PREPARATIONS,,2021-09-30,21920625000,Catalent Inc,,0.173,3.027,40.31,5.38,5.25,0.143,0.195,0.212,0.0497,0.148,24.61,4177000000,LIFE SCIENCES,171188000,CTLT,40.31
253,208.19,209.88,225.15,158.43,"20 S. WACKER DR., CHICAGO, IL, US",224.13,Common Stock,0.479,76.08,1156375,USA,USD,"CME Group Inc. (Chicago Mercantile Exchange, Chicago Board of Trade, New York Mercantile Exchange, The Commodity Exchange) is an American global markets company. It is the world's largest financial derivatives exchange, and trades in asset classes that include agricultural products, currencies, energy, interest rates, metals, stock indexes and cryptocurrencies futures.",6.78,2021-12-28,3.55,0.016,2975900000,6.78,22.2,17.64,2021-12-09,NASDAQ,December,30.67,4870300000,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",,2021-09-30,80243016000,CME Group Inc,,0.554,4.904,32.93,2.931,17.33,0.526,1.243,0.028,0.0103,0.0898,12.93,4630000000,FINANCE,359396000,CME,32.93
254,197.49,208.51,230.94,155.33,"801 5TH AVENUE, SEATTLE, WA, UNITED STATES",238.19,Common Stock,1.067,38.91,1048695,USA,USD,"F5, Inc. is an American company that specializes in application delivery networking (ADN), application availability & performance, multi-cloud management, application security, network security, access & authorization and online fraud prevention. F5 is headquartered in Seattle, Washington, with additional development, manufacturing, and administrative offices worldwide.",5.34,None,None,0,644298000,5.34,26.36,5.16,None,NASDAQ,September,19.34,2119795000,COMPUTER COMMUNICATIONS EQUIPMENT,,2021-09-30,13870506000,F5 Networks Inc,,0.203,1.28,42.83,5.79,5.33,0.127,0.432,0.109,0.0683,0.144,42.88,2603416000,TECHNOLOGY,60652000,FFIV,42.83
255,63.89,62.74,67.54,55.56,"30 IVAN ALLEN JR. BLVD., N.W., ATLANTA, GA, US",66.86,Common Stock,0.459,27.07,92122,USA,USD,"Southern Company is an American gas and electric utility holding company based in the southern United States. It is headquartered in Atlanta, Georgia, with executive offices also located in Birmingham, Alabama.",2.801,2021-12-06,2.6,0.0417,9033000000,2.801,12.97,5.32,2021-11-12,NYSE,December,17.67,9897000000,ELECTRIC SERVICES,,2021-09-30,65591022000,The Southern Company,,0.227,3.383,22.1,2.329,2.92,0.133,-0.127,0.11,0.0253,0.0885,21.2,22463001000,ENERGY & TRANSPORTATION,1059800000,SO,22.1
256,631.64,643.03,688.03,517.37,"1301 EAST 9TH STREET, SUITE 3000, CLEVELAND, OH, US",709.38,Common Stock,1.539,-24.79,1260221,USA,USD,"TransDigm Group is a publicly traded aerospace manufacturing company headquartered in Cleveland, Ohio. TransDigm develops and manufactures engineered aerospace components.",8.27,2020-01-07,None,None,1838000000,8.27,28.24,11.01,2019-12-27,NYSE,September,37.04,2694000000,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",,2021-06-30,35338625000,TransDigm Group Incorporated,,0.336,1.682,77.54,-,7.53,0.118,-0.68,0.192,0.0529,-99999.99,80.83,4692000000,MANUFACTURING,55112000,TDG,77.54
257,392.97,420.24,475.14,253.49,"530 HERMAN O. WEST DRIVE, EXTON, PA, US",457,Common Stock,0.975,29.72,105770,USA,USD,"West Pharmaceutical Services, Inc. is a designer and manufacturer of injectable pharmaceutical packaging and delivery systems. The company is headquartered in Exton, Pennsylvania.",8.06,2021-11-17,0.68,0.0016,808100000,8.06,37.84,11.38,2021-11-09,NYSE,December,48.31,767800000,"FABRICATED RUBBER PRODUCTS, NEC",,2021-09-30,31046060000,West Pharmaceutical Services Inc,,0.258,3.185,51.98,14.02,11.58,0.229,1.119,0.289,0.151,0.312,36.24,2681000000,MANUFACTURING,74080000,WST,51.98
258,224.02,219.18,234.9,191.28,"300 SOUTH TRYON STREET, CHARLOTTE, NC, US",242.09,Common Stock,1.16,25.92,773840,USA,USD,"Honeywell International Inc. is an American publicly traded, multinational conglomerate headquartered in Charlotte, North Carolina. It primarily operates in four areas of business: aerospace, building technologies, performance materials and technologies (PMT), and safety and productivity solutions (SPS).",7.77,2021-12-03,3.72,0.0168,8730000000,7.77,18.54,4.656,2021-11-10,NASDAQ,December,24.33,10468000000,AIRCRAFT ENGINES & ENGINE PARTS,,2021-09-30,153098387000,Honeywell International Inc,,0.218,1.959,28.62,8.53,4.42,0.158,0.682,0.087,0.0739,0.304,49.78,34635002000,MANUFACTURING,688423000,HON,28.62
259,78.53,79.97,85.7,67.97,"1390 ENCLAVE PKWY, HOUSTON, TX, US",89.7,Common Stock,1.342,3.266,96021,USA,USD,"Sysco Corporation is an American multinational corporation involved in marketing and distributing food products, smallwares, kitchen equipment and tabletop items to restaurants, healthcare and educational facilities, hospitality businesses like hotels and inns, and wholesale to other companies that provide foodservice (like Aramark and Sodexo). The company is headquartered in the Energy Corridor district of Houston, Texas.",1.332,2021-10-22,1.84,0.0237,2561727000,1.332,20.97,0.947,2021-09-30,NYSE,June,21.74,9356749000,WHOLESALE-GROCERIES & RELATED PRODUCTS,,2021-09-30,39069512000,Sysco Corporation,,0.0325,0.708,57.21,25.61,0.698,0.0122,0.738,0.397,0.0507,0.451,109.43,55977009000,TRADE & SERVICES,512656000,SYY,57.21
261,74.24,77.66,82.53,66.47,"500 FRANK W. BURR BLVD., TEANECK, NJ, US",86.52,Common Stock,1.136,21.99,1058290,USA,USD,"Cognizant is an American multinational technology company that provides business consulting, information technology and outsourcing services. It is headquartered in Teaneck, New Jersey, United States.",3.545,2021-11-30,0.94,0.0116,3153000000,3.545,13.31,2.336,2021-11-18,NASDAQ,December,18.02,6060000000,SERVICES-COMPUTER PROGRAMMING SERVICES,,2021-09-30,43060163000,Cognizant Technology Solutions Corporation,,0.145,1.446,23.13,3.688,2.404,0.105,0.609,0.118,0.0903,0.166,33.93,17913999000,TECHNOLOGY,525252000,CTSH,23.13
262,27.37,26.84,34.48,19.94,"7665 CORPORATE DRIVE, MIAMI, FL, US",32,Common Stock,2.654,7.79,1513761,USA,USD,"Norwegian Cruise Line Holdings Ltd., is a cruise company in North America, Europe, Asia-Pacific and internationally. The company is headquartered in Miami, Florida.",-10.77,None,None,0,631092000,-10.77,5.52,118.77,None,NYSE,December,37.59,-413153000,WATER TRANSPORTATION,,2021-09-30,9598657000,Norwegian Cruise Line Holdings Ltd,,-14.18,0.925,None,3.375,56.42,0,-0.009,22.49,-0.0835,-1.054,0.499,170128000,ENERGY & TRANSPORTATION,370032000,NCLH,-
263,18.02,21.53,23.09,13.95,"840 GESSNER ROAD, SUITE 1400, HOUSTON, TX, US",27,Common Stock,-0.118,5.82,858470,USA,USD,"Coterra Energy Inc., an independent oil and gas company, explores, exploits, develops, produces and markets oil and gas properties in the United States. The company is headquartered in Houston, Texas.",0.879,2021-11-24,0.42,0.0204,916338000,0.879,20.64,10.62,2021-11-12,NYSE,December,5.76,760715000,CRUDE PETROLEUM & NATURAL GAS,,2021-09-30,16824793000,COTERRA ENERGY INC,,0.277,0.138,23.53,7.29,8.67,0.181,0,0.925,0.0733,0.158,4.858,1939541000,ENERGY & TRANSPORTATION,813578000,CTRA,23.53
264,169.91,172.19,214.91,144.58,"110 WEST 44TH STREET, NEW YORK, NY, US",212.5,Common Stock,0.607,31.77,946581,USA,USD,"Take-Two Interactive Software, Inc. is an American video game holding company based in New York City. The company owns two major publishing labels, Rockstar Games and 2K, which operate internal game development studios.",4.836,None,None,0,847370000,4.836,19.87,5.64,None,NASDAQ,March,38.76,1876760000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,21656799000,Take-Two Interactive Software Inc,,0.218,4.027,38.84,6.07,6.42,0.167,-0.897,0.02,0.0737,0.177,29.22,3371864000,TECHNOLOGY,115300000,TTWO,38.84
265,135.42,119.13,155.07,104.29,"601 RIVERSIDE AVENUE, JACKSONVILLE, FL, US",157.82,Common Stock,0.74,77.35,1136893,USA,USD,"FIS is an American Fortune 500 company which offers a wide range of financial products and services. Headquartered in Jacksonville, Florida, FIS employs approximately 63,000 people worldwide. FIS is most known for its development of Financial Technology, or FinTech, and as of Q2 2020 it offers its solutions in three primary segments: Merchant Solutions, Banking Solutions, and Capital Market Solutions.",0.36,2021-12-27,1.52,0.0127,4836000000,0.36,19.52,6.74,2021-12-10,NYSE,December,15.85,4204000000,"SERVICES-BUSINESS SERVICES, NEC",,2021-09-30,71618003000,Fidelity National Information Services Inc,,0.145,1.311,326.7,1.544,5.3,0.017,7.59,0.097,0.0149,0.0049,21.84,13521000000,TRADE & SERVICES,608937000,FIS,326.7
266,32.96,34.8,38.43,27.03,"30 HUDSON STREET, FLOOR 33, FL 33, JERSEY CITY, NJ, UNITED STATES",40.5,Common Stock,None,18.63,1821825,USA,USD,"Organon & Co. is an American pharmaceutical company headquartered in Jersey City, New Jersey. Organon specializes in the following core therapeutic fields: reproductive medicine, contraception, psychiatry, Hormone replacement therapy (HRT), and anesthesia. The company sells to international markets.",6.86,2021-09-13,1.12,0.0306,2373000000,6.86,7.35,2.208,2021-11-19,NYSE,December,5.03,4752000000,PHARMACEUTICAL PREPARATIONS,,2021-06-30,9191059000,Organon & Co,,0.279,None,5.01,1.843,1.165,0.221,-0.212,0.045,0.173,-99999.99,31.13,7891000000,LIFE SCIENCES,253545000,OGN,5.01
268,116.47,113.73,121.91,96.14,"ONE ENERGY PLAZA, DETROIT, MI, US",126.75,Common Stock,0.654,44.22,936340,USA,USD,DTE Energy (formerly Detroit Edison until 1996) is a Detroit-based diversified energy company involved in the development and management of energy-related businesses and services in the United States and Canada.,4.515,2022-01-15,4.08,0.0363,3016000000,4.515,12.02,2.796,2021-12-17,NYSE,December,18.9,3874000000,ELECTRIC SERVICES,,2021-09-30,21689676000,DTE Energy Company,,0.133,2.951,24.8,2.559,1.533,0.0619,-0.947,0.206,0.0281,0.0966,73.04,14151000000,ENERGY & TRANSPORTATION,193727000,DTE,24.8
269,23.51,25.27,27.46,17.43,"17021 ALDINE WESTFIELD ROAD, HOUSTON, TX, US",29.5,Common Stock,1.641,16.46,1701605,USA,USD,"Baker Hughes Company is an American international industrial service company and one of the world's largest oil field services companies. The company provides the oil and gas industry with products and services for oil drilling, formation evaluation, completion, production and reservoir consulting. Baker Hughes is headquartered in Houston.",0.18,2021-11-12,0.72,0.0296,2909000000,0.18,8.98,1.171,2021-11-01,NASDAQ,December,19.38,3445000000,OIL & GAS FIELD MACHINERY & EQUIPMENT,,2021-09-30,21192421000,Baker Hughes Company,,0.0863,0.324,135.33,1.497,1.033,0.0068,11.38,0.009,0.0303,0.0166,26.37,20512000000,TECHNOLOGY,869968000,BKR,135.33
270,153.33,154.16,178.11,110.75,"MUHLENTALSTRASSE 2, SCHAFFHAUSEN, CH",167.71,Common Stock,0.97,30.44,1121788,USA,USD,"Garmin Ltd. is an American multinational technology company with headquarters in Olathe, Kansas.",5.86,2022-03-31,2.68,0.0189,1425129000,5.86,17.83,5.14,2021-12-14,NASDAQ,December,23.7,2481336000,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",,2021-09-30,27517432000,Garmin Ltd,,0.258,1.979,24.42,4.666,5.57,0.229,-0.178,0.075,0.113,0.206,25.75,4942611000,MANUFACTURING,192322000,GRMN,24.42
271,132.76,144.65,171.01,71.89,"225 WEST WASHINGTON STREET, INDIANAPOLIS, IN, US",162.19,Common Stock,1.523,10.15,1063761,USA,USD,"Simon Property Group, Inc. is a real estate investment trust that invests in shopping malls, outlet centers, and community/lifestyle centers. It is the largest owner of shopping malls in the United States and is headquartered in Indianapolis, Indiana.",6.18,2021-12-31,5.5,0.0332,3551486000,6.18,17.54,16.17,2021-12-09,NYSE,December,25.19,3716888000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,54054543000,Simon Property Group Inc,,0.464,2.819,26.63,16.15,10.99,0.41,3.338,0.222,0.0434,0.696,15.11,4918620000,REAL ESTATE & CONSTRUCTION,328611000,SPG,26.63
272,85.79,80.97,97.63,77.85,"24 SCHILLING ROAD, SUITE 1, SUITE 1, HUNT VALLEY, MD, UNITED STATES",88.29,Common Stock,0.459,16.41,63754,USA,USD,"McCormick & Company is an American multinational food company that manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavoring products to retail outlets, food manufacturers, and foodservice businesses.",2.82,2021-10-26,1.33,0.0163,1258400000,2.82,22.45,4.425,2021-10-08,NYSE,November,25.97,2300400000,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,,2021-08-31,21987109000,McCormick & Company Incorporated,,0.177,4.334,29.16,5.02,3.578,0.123,0.039,0.083,0.0574,0.182,23.0,6145500000,MANUFACTURING,249352000,MKC,29.16
273,441.46,433.91,491.26,351.02,"100 GRAINGER PARKWAY, LAKE FOREST, IL, US",495.92,Common Stock,1.264,35.46,277135,USA,USD,"W. W. Grainger, Inc. is an American Fortune 500 industrial supply company founded in 1927 in Chicago by William W. (Bill) Grainger.",17.5,2021-12-01,6.3,0.013,1624000000,17.5,16.77,2.143,2021-11-05,NYSE,December,21.93,4238000000,WHOLESALE-DURABLE GOODS,,2021-09-30,25236042000,W.W. Grainger Inc,,0.114,1.833,28.0,13.67,2.002,0.0736,0.281,0.117,0.139,0.444,240.65,12604000000,TRADE & SERVICES,51520000,GWW,28.0
274,176.0,151.0,220.26,127.91,"3550 LENOX ROAD, ATLANTA, GA, US",203.14,Common Stock,1.057,90.14,1123360,USA,USD,"Global Payments Inc. is an American company providing financial technology services globally headquartered in Atlanta, Georgia.",3.167,2021-12-30,0.89,0.0069,3303808000,3.167,15.51,5.61,2021-12-15,NYSE,December,13.39,3811431000,"SERVICES-BUSINESS SERVICES, NEC",,2021-09-30,38195479000,Global Payments Inc,,0.197,0.736,41.57,1.428,4.624,0.114,0.368,0.148,0.0226,0.0352,27.95,8259974000,TRADE & SERVICES,290151000,GPN,41.57
275,268.89,248.51,310.16,183.54,"2211 NORTH FIRST STREET, SAN JOSE, CA, US",290.11,Common Stock,1.104,18.82,1633917,USA,USD,"PayPal Holdings, Inc. is an American company operating an online payments system in the majority of countries that support online money transfers, and serves as an electronic alternative to traditional paper methods like checks and money orders. The company operates as a payment processor for online vendors, auction sites, and many other commercial users, for which it charges a fee.",4.159,None,None,0,5190000000,4.159,44.35,13.0,None,NASDAQ,December,36.5,10001000000,"SERVICES-BUSINESS SERVICES, NEC",,2021-09-30,244737933000,PayPal Holdings Inc,,0.174,1.709,50.08,10.75,9.96,0.201,0.07,0.132,0.0381,0.243,20.93,24569000000,TRADE & SERVICES,1174930000,PYPL,50.08
276,173.3,184.06,202.49,128.69,"615 JB HUNT CORPORATE DR, PO BOX 130, LOWELL, AR, US",194.32,Common Stock,1.086,27.83,728535,USA,USD,"J.B. Hunt Transport Services, Inc. is an American transportation and logistics company based in Lowell, Arkansas.",6.3,2021-11-19,1.15,0.0059,1481147000,6.3,14.44,1.875,2021-11-04,NASDAQ,December,24.75,1621690000,TRUCKING (NO LOCAL),,2021-09-30,20919839000,J.B. Hunt Transport Services Inc,,0.0816,1.683,31.62,7.06,1.834,0.059,0.593,0.272,0.0946,0.249,108.14,11408983000,ENERGY & TRANSPORTATION,105014000,JBHT,31.62
277,273.9,274.14,302.31,194.64,"116 HUNTINGTON AVE, BOSTON, MA, US",306.9,Common Stock,0.303,11.88,1053507,USA,USD,"American Tower Corporation (also referred to as American Tower or ATC) is an American real estate investment trust and an owner and operator of wireless and broadcast communications infrastructure in several countries worldwide and is headquartered in Boston, Massachusetts.",5.51,2021-10-15,5.03,0.0185,5717300000,5.51,28.42,18.04,2021-09-27,NYSE,December,47.62,5814300000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,123918156000,American Tower Corporation (REIT),,0.393,3.049,49.41,22.93,13.72,0.275,0.519,0.219,0.0435,0.345,20.14,9034200000,REAL ESTATE & CONSTRUCTION,455414000,AMT,49.41
278,77.82,71.36,89.61,65.34,"8505 E. ORCHARD ROAD, GREENWOOD VILLAGE, CO, US",87.86,Common Stock,1.475,9.16,103379,USA,USD,"VF Corporation is an American worldwide apparel and footwear company founded in 1899 and headquartered in Denver, Colorado. The company's more than 30 brands are organized into three categories: Outdoor, Active and Work.",3.12,2021-12-20,1.96,0.0259,1625521000,3.12,22.09,3.218,2021-12-09,NYSE,December,23.47,4911950000,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",,2021-09-30,30114597000,V.F. Corporation,,0.125,0.747,24.57,8.27,2.751,0.112,0.803,0.226,0.0638,0.308,28,10947005000,MANUFACTURING,392782000,VFC,24.57
279,114.68,114.98,122.13,86.12,"800 BOYLSTON STREET, SUITE 1900, BOSTON, MA, US",123.8,Common Stock,1.18,36.6,1037540,USA,USD,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C.",2.044,2021-10-29,3.92,0.0332,1607731000,2.044,19.84,11.08,2021-09-29,NYSE,December,41.15,1705929000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,18432426000,Boston Properties Inc,,0.328,21.02,57.73,3.23,6.61,0.119,0.195,0.053,0.025,0.0524,17.88,2788893000,REAL ESTATE & CONSTRUCTION,156207000,BXP,57.73
280,13.08,12.7,15.13,8.96,"P O BOX 4065, 100 CENTURYTEL DR, MONROE, LA, US",11.4,Common Stock,0.977,10.85,18926,USA,USD,"Lumen Technologies (formerly CenturyLink) is an American telecommunications company headquartered in Monroe, Louisiana, that offers communications, network services, security, cloud solutions, voice, and managed services.",-0.709,2021-09-10,1,0.0701,8466000000,-0.709,7.75,2.21,2021-08-27,NYSE,December,9.78,11778000000,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,2021-09-30,14523879000,Lumen Technologies Inc,,0.208,54.58,None,1.306,0.728,-0.0383,0.506,-0.054,0.0429,-0.0614,18.52,19965000000,TECHNOLOGY,1023890000,LUMN,-
281,21.58,22.52,24.95,13.69,"3333 NEW HYDE PARK RD, PO BOX 5020, NEW HYDE PARK, NY, US",24.93,Common Stock,1.498,16.08,879101,USA,USD,Kimco Realty Corporation is a real estate investment trust (REIT) that invests in shopping centers.,2.019,2021-12-23,0.67,0.0282,719210000,2.019,14.46,17.02,2021-12-08,NYSE,December,33.0,714924000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,14519963000,Kimco Realty Corporation,,0.338,1.763,11.67,1.48,12.01,0.797,-0.851,0.419,0.017,0.123,2.629,1209372000,REAL ESTATE & CONSTRUCTION,616428000,KIM,11.67
282,2666.14,2836.49,3020.69,1699,"1600 AMPHITHEATRE PARKWAY, MOUNTAIN VIEW, CA, US",3279.44,Common Stock,1.044,367.95,1652044,USA,USD,"Alphabet Inc. is an American multinational conglomerate headquartered in Mountain View, California. It was created through a restructuring of Google on October 2, 2015, and became the parent company of Google and several former Google subsidiaries. The two co-founders of Google remained as controlling shareholders, board members, and employees at Alphabet. Alphabet is the world's fourth-largest technology company by revenue and one of the world's most valuable companies.",103.81,None,None,0,85196997000,103.81,18.64,7.64,None,NASDAQ,December,26.81,97795000000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",,2021-09-30,1981386719000,Alphabet Inc,,0.303,0.873,28.86,7.97,8.28,0.295,0.707,0.41,0.14,0.309,356.56,239210004000,TECHNOLOGY,317738000,GOOG,28.86
283,479.62,572.37,649.54,311.01,"6340 SEQUENCE DRIVE, SAN DIEGO, CA, US",636.72,Common Stock,0.727,22.04,1093557,USA,USD,"DexCom, Inc. is a company that develops, manufactures, and distributes continuous glucose monitoring (CGM) systems for diabetes management. It operates internationally with headquarters in San Diego, California, and has a manufacturing facility in Mesa, Arizona.",5.3,None,None,0,447100000,5.3,132.56,26.29,None,NASDAQ,December,169.49,1280100000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,,2021-09-30,62665888000,DexCom Inc,,0.159,10.03,121.95,28.92,27.02,0.228,-0.027,0.298,0.0536,0.291,24.03,2319200000,LIFE SCIENCES,96922000,DXCM,121.95
284,24.85,24.26,28.56,19.79,"4300 WILSON BOULEVARD, ARLINGTON, VA, US",30.39,Common Stock,0.811,3.658,874761,USA,USD,"The AES Corporation is a Fortune 500 company that generates and distributes electrical power. AES is headquartered in Arlington, Virginia.",0.776,2021-11-15,0.573,0.023,3758000000,0.776,11.75,3.299,2021-11-01,NYSE,December,15.17,2511000000,COGENERATION SERVICES & SMALL POWER PRODUCERS,,2021-09-30,16449168000,The AES Corporation,,0.247,1.896,31.79,6.8,1.505,0.0495,-0.057,0.193,0.0487,0.157,16.21,10931000000,ENERGY & TRANSPORTATION,666714000,AES,31.79
285,142.99,144.2,152.57,124.8,"702 SOUTHWEST 8TH ST, BENTONVILLE, AR, US",169.79,Common Stock,0.509,28.85,104169,USA,USD,"Walmart Inc. is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores from the United States, headquartered in Bentonville, Arkansas. It also owns and operates Sam's Club retail warehouses.",3.553,2022-01-03,2.18,0.0147,40420000000,3.553,15.42,0.799,2021-12-09,NYSE,January,22.42,138836000000,RETAIL-VARIETY STORES,,2021-07-31,412921070000,Walmart Inc,,0.0522,3.381,41.68,5.14,0.729,0.0178,-0.33,0.024,0.0776,0.123,200.87,566144991000,TRADE & SERVICES,2788500000,WMT,41.68
286,61.85,60.28,65.14,52.08,"ONE ENERGY PLAZA, JACKSON, MI, US",66.63,Common Stock,0.209,20.25,811156,USA,USD,"CMS Energy (NYSE: CMS), based in Jackson, Michigan, is an energy company that is focused principally on utility operations in Michigan.",3.017,2021-11-30,1.712,0.0285,2491000000,3.017,9.88,3.551,2021-11-04,NYSE,December,20.92,2769000000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,17381820000,CMS Energy Corporation,,0.208,3.928,19.89,1.884,2.386,0.12,-0.155,0.145,0.0317,0.129,25.29,7285000000,ENERGY & TRANSPORTATION,289697000,CMS,19.89
287,172.61,163.4,226.69,155.11,"THE CLOROX COMPANY, 1221 BROADWAY, OAKLAND, CA, US",162.03,Common Stock,0.158,2.995,21076,USA,USD,"The Clorox Company, based in Oakland, California, is an American global manufacturer and marketer of consumer and professional products.",3.467,2021-11-10,4.54,0.0274,1171000000,3.467,26.81,3.237,2021-10-26,NYSE,June,30.77,3199000000,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",,2021-09-30,20382358000,The Clorox Company,,0.133,6.18,47.85,55.4,2.819,0.0604,-0.646,-0.057,0.0921,0.479,57.97,7231000000,LIFE SCIENCES,122863000,CLX,47.85
288,96.51,92.67,107.78,86.24,"3700 SOUTH STONEBRIDGE DRIVE, MCKINNEY, TX, US",105.71,Common Stock,1.121,85.11,320335,USA,USD,"Globe Life is a financial services holding company that operates through its wholly owned subsidiaries providing life insurance, annuity, and supplemental health insurance products. The company is based in McKinney, Texas.",7.38,2022-02-01,0.78,0.0084,1052897000,7.38,-,2.233,2022-01-06,NYSE,December,11.4,1284426000,LIFE INSURANCE,,2021-09-30,9534437000,Globe Life Inc,,0.205,None,12.79,1.095,1.89,0.153,0.045,0.069,0.0225,0.0916,48.94,5044450000,FINANCE,100979000,GL,12.79
